fold,n_test,n_features,epochs_trained,learning_rate,weight_decay,num_nodes,dropout,batch_norm,batch_size,patience,meth_variance_threshold,train_c_index,val_c_index,test_c_index,stage,config_id
2,111,318,11,0.001,0.001,[4],0.4,False,32,10,0.0005,0.6324793672627235,0.5953488372093023,0.5825991189427313,conservative_joint_tuning,73
3,111,322,11,0.001,0.001,[4],0.4,False,32,10,0.0005,0.468200146627566,0.34965034965034963,0.30405405405405406,conservative_joint_tuning,73
4,111,330,11,0.001,0.001,[4],0.4,False,32,10,0.0005,0.3668924466338259,0.33877551020408164,0.4338235294117647,conservative_joint_tuning,73
5,111,315,11,0.001,0.001,[4],0.4,False,32,10,0.0005,0.6241675429372591,0.629976580796253,0.6951983298538622,conservative_joint_tuning,73
1,112,326,11,0.001,0.001,[4],0.5,False,32,10,0.0005,0.4664448669201521,0.49671772428884026,0.6184873949579832,conservative_joint_tuning,74
2,111,318,11,0.001,0.001,[4],0.5,False,32,10,0.0005,0.6324793672627235,0.5953488372093023,0.5825991189427313,conservative_joint_tuning,74
3,111,322,11,0.001,0.001,[4],0.5,False,32,10,0.0005,0.468200146627566,0.34965034965034963,0.30405405405405406,conservative_joint_tuning,74
4,111,330,11,0.001,0.001,[4],0.5,False,32,10,0.0005,0.3668924466338259,0.33877551020408164,0.4338235294117647,conservative_joint_tuning,74
5,111,315,11,0.001,0.001,[4],0.5,False,32,10,0.0005,0.6241675429372591,0.629976580796253,0.6951983298538622,conservative_joint_tuning,74
1,112,326,11,0.001,0.001,[4],0.6,False,32,10,0.0005,0.4664448669201521,0.49671772428884026,0.6184873949579832,conservative_joint_tuning,75
2,111,318,11,0.001,0.001,[4],0.6,False,32,10,0.0005,0.6324793672627235,0.5953488372093023,0.5825991189427313,conservative_joint_tuning,75
3,111,322,11,0.001,0.001,[4],0.6,False,32,10,0.0005,0.468200146627566,0.34965034965034963,0.30405405405405406,conservative_joint_tuning,75
4,111,330,11,0.001,0.001,[4],0.6,False,32,10,0.0005,0.3668924466338259,0.33877551020408164,0.4338235294117647,conservative_joint_tuning,75
5,111,315,11,0.001,0.001,[4],0.6,False,32,10,0.0005,0.6241675429372591,0.629976580796253,0.6951983298538622,conservative_joint_tuning,75
1,112,326,11,0.001,0.001,[8],0.4,False,32,10,0.0005,0.6454372623574145,0.4310722100656455,0.31092436974789917,conservative_joint_tuning,76
2,111,318,13,0.001,0.001,[8],0.4,False,32,10,0.0005,0.764958734525447,0.6488372093023256,0.6916299559471366,conservative_joint_tuning,76
3,111,322,11,0.001,0.001,[8],0.4,False,32,10,0.0005,0.5098973607038123,0.3333333333333333,0.6756756756756757,conservative_joint_tuning,76
4,111,330,14,0.001,0.001,[8],0.4,False,32,10,0.0005,0.7716543513957307,0.6673469387755102,0.7102941176470589,conservative_joint_tuning,76
5,111,315,11,0.001,0.001,[8],0.4,False,32,10,0.0005,0.5602874167542937,0.7236533957845434,0.8308977035490606,conservative_joint_tuning,76
1,112,326,11,0.001,0.001,[8],0.5,False,32,10,0.0005,0.6454372623574145,0.4310722100656455,0.31092436974789917,conservative_joint_tuning,77
2,111,318,13,0.001,0.001,[8],0.5,False,32,10,0.0005,0.7532668500687758,0.6372093023255814,0.6718061674008811,conservative_joint_tuning,77
3,111,322,11,0.001,0.001,[8],0.5,False,32,10,0.0005,0.5098973607038123,0.3333333333333333,0.6756756756756757,conservative_joint_tuning,77
4,111,330,14,0.001,0.001,[8],0.5,False,32,10,0.0005,0.7666256157635468,0.689795918367347,0.7161764705882353,conservative_joint_tuning,77
5,111,315,11,0.001,0.001,[8],0.5,False,32,10,0.0005,0.5602874167542937,0.7236533957845434,0.8308977035490606,conservative_joint_tuning,77
1,112,326,11,0.001,0.001,[8],0.6,False,32,10,0.0005,0.6454372623574145,0.4310722100656455,0.31092436974789917,conservative_joint_tuning,78
2,111,318,13,0.001,0.001,[8],0.6,False,32,10,0.0005,0.7293672627235214,0.6534883720930232,0.6409691629955947,conservative_joint_tuning,78
3,111,322,11,0.001,0.001,[8],0.6,False,32,10,0.0005,0.5098973607038123,0.3333333333333333,0.6756756756756757,conservative_joint_tuning,78
4,111,330,14,0.001,0.001,[8],0.6,False,32,10,0.0005,0.742816091954023,0.6755102040816326,0.6735294117647059,conservative_joint_tuning,78
5,111,315,11,0.001,0.001,[8],0.6,False,32,10,0.0005,0.5602874167542937,0.7236533957845434,0.8308977035490606,conservative_joint_tuning,78
1,112,326,11,0.001,0.001,[16],0.4,False,32,10,0.0005,0.3821292775665399,0.3916849015317287,0.6,conservative_joint_tuning,79
2,111,318,12,0.001,0.001,[16],0.4,False,32,10,0.0005,0.7223177441540578,0.7116279069767442,0.6696035242290749,conservative_joint_tuning,79
3,111,322,12,0.001,0.001,[16],0.4,False,32,10,0.0005,0.7153592375366569,0.35664335664335667,0.7466216216216216,conservative_joint_tuning,79
4,111,330,12,0.001,0.001,[16],0.4,False,32,10,0.0005,0.6849343185550082,0.6346938775510204,0.7132352941176471,conservative_joint_tuning,79
5,111,315,12,0.001,0.001,[16],0.4,False,32,10,0.0005,0.6563266736768314,0.6721311475409836,0.48643006263048016,conservative_joint_tuning,79
1,112,326,11,0.001,0.001,[16],0.5,False,32,10,0.0005,0.3821292775665399,0.3916849015317287,0.6,conservative_joint_tuning,80
2,111,318,12,0.001,0.001,[16],0.5,False,32,10,0.0005,0.7027166437414031,0.7046511627906977,0.6497797356828194,conservative_joint_tuning,80
3,111,322,12,0.001,0.001,[16],0.5,False,32,10,0.0005,0.6783357771260997,0.28438228438228436,0.7364864864864865,conservative_joint_tuning,80
4,111,330,12,0.001,0.001,[16],0.5,False,32,10,0.0005,0.6884236453201971,0.6653061224489796,0.7205882352941176,conservative_joint_tuning,80
5,111,315,12,0.001,0.001,[16],0.5,False,32,10,0.0005,0.6414300736067298,0.6768149882903981,0.4801670146137787,conservative_joint_tuning,80
1,112,326,11,0.001,0.001,[16],0.6,False,32,10,0.0005,0.3821292775665399,0.3916849015317287,0.6,conservative_joint_tuning,81
2,111,318,12,0.001,0.001,[16],0.6,False,32,10,0.0005,0.6975584594222833,0.7232558139534884,0.6541850220264317,conservative_joint_tuning,81
3,111,322,12,0.001,0.001,[16],0.6,False,32,10,0.0005,0.6913489736070382,0.2867132867132867,0.7128378378378378,conservative_joint_tuning,81
4,111,330,12,0.001,0.001,[16],0.6,False,32,10,0.0005,0.6711822660098522,0.6693877551020408,0.7411764705882353,conservative_joint_tuning,81
5,111,315,12,0.001,0.001,[16],0.6,False,32,10,0.0005,0.617770767613039,0.667447306791569,0.49478079331941544,conservative_joint_tuning,81
1,112,326,11,0.001,0.001,"[8, 4]",0.4,False,32,10,0.0005,0.5819391634980988,0.29540481400437635,0.49747899159663866,conservative_joint_tuning,82
2,111,318,11,0.001,0.001,"[8, 4]",0.4,False,32,10,0.0005,0.4672455295735901,0.4930232558139535,0.5198237885462555,conservative_joint_tuning,82
3,111,322,12,0.001,0.001,"[8, 4]",0.4,False,32,10,0.0005,0.6629398826979472,0.5687645687645687,0.7364864864864865,conservative_joint_tuning,82
4,111,330,11,0.001,0.001,"[8, 4]",0.4,False,32,10,0.0005,0.5653735632183908,0.40816326530612246,0.6051470588235294,conservative_joint_tuning,82
5,111,315,12,0.001,0.001,"[8, 4]",0.4,False,32,10,0.0005,0.599894847528917,0.3442622950819672,0.5010438413361169,conservative_joint_tuning,82
1,112,326,11,0.001,0.001,"[8, 4]",0.5,False,32,10,0.0005,0.5819391634980988,0.29540481400437635,0.49747899159663866,conservative_joint_tuning,83
2,111,318,11,0.001,0.001,"[8, 4]",0.5,False,32,10,0.0005,0.4672455295735901,0.4930232558139535,0.5198237885462555,conservative_joint_tuning,83
3,111,322,12,0.001,0.001,"[8, 4]",0.5,False,32,10,0.0005,0.6691715542521994,0.5501165501165501,0.722972972972973,conservative_joint_tuning,83
4,111,330,11,0.001,0.001,"[8, 4]",0.5,False,32,10,0.0005,0.5653735632183908,0.40816326530612246,0.6051470588235294,conservative_joint_tuning,83
5,111,315,12,0.001,0.001,"[8, 4]",0.5,False,32,10,0.0005,0.6218016123378899,0.47306791569086654,0.5908141962421712,conservative_joint_tuning,83
1,112,326,11,0.001,0.001,"[8, 4]",0.6,False,32,10,0.0005,0.5819391634980988,0.29540481400437635,0.49747899159663866,conservative_joint_tuning,84
2,111,318,11,0.001,0.001,"[8, 4]",0.6,False,32,10,0.0005,0.4672455295735901,0.4930232558139535,0.5198237885462555,conservative_joint_tuning,84
3,111,322,12,0.001,0.001,"[8, 4]",0.6,False,32,10,0.0005,0.6629398826979472,0.48717948717948717,0.7297297297297297,conservative_joint_tuning,84
4,111,330,11,0.001,0.001,"[8, 4]",0.6,False,32,10,0.0005,0.5653735632183908,0.40816326530612246,0.6051470588235294,conservative_joint_tuning,84
5,111,315,12,0.001,0.001,"[8, 4]",0.6,False,32,10,0.0005,0.6139151770066597,0.4566744730679157,0.5490605427974948,conservative_joint_tuning,84
1,112,326,11,0.001,0.01,[4],0.4,False,32,10,0.0005,0.4664448669201521,0.49671772428884026,0.6184873949579832,conservative_joint_tuning,85
2,111,318,11,0.001,0.01,[4],0.4,False,32,10,0.0005,0.6324793672627235,0.5953488372093023,0.5825991189427313,conservative_joint_tuning,85
3,111,322,11,0.001,0.01,[4],0.4,False,32,10,0.0005,0.468200146627566,0.34965034965034963,0.30405405405405406,conservative_joint_tuning,85
4,111,330,11,0.001,0.01,[4],0.4,False,32,10,0.0005,0.3668924466338259,0.33877551020408164,0.4338235294117647,conservative_joint_tuning,85
5,111,315,11,0.001,0.01,[4],0.4,False,32,10,0.0005,0.6241675429372591,0.629976580796253,0.6951983298538622,conservative_joint_tuning,85
1,112,326,11,0.001,0.01,[4],0.5,False,32,10,0.0005,0.4664448669201521,0.49671772428884026,0.6184873949579832,conservative_joint_tuning,86
2,111,318,11,0.001,0.01,[4],0.5,False,32,10,0.0005,0.6324793672627235,0.5953488372093023,0.5825991189427313,conservative_joint_tuning,86
3,111,322,11,0.001,0.01,[4],0.5,False,32,10,0.0005,0.468200146627566,0.34965034965034963,0.30405405405405406,conservative_joint_tuning,86
4,111,330,11,0.001,0.01,[4],0.5,False,32,10,0.0005,0.3668924466338259,0.33877551020408164,0.4338235294117647,conservative_joint_tuning,86
5,111,315,11,0.001,0.01,[4],0.5,False,32,10,0.0005,0.6241675429372591,0.629976580796253,0.6951983298538622,conservative_joint_tuning,86
1,112,326,11,0.001,0.01,[4],0.6,False,32,10,0.0005,0.4664448669201521,0.49671772428884026,0.6184873949579832,conservative_joint_tuning,87
2,111,318,11,0.001,0.01,[4],0.6,False,32,10,0.0005,0.6324793672627235,0.5953488372093023,0.5825991189427313,conservative_joint_tuning,87
3,111,322,11,0.001,0.01,[4],0.6,False,32,10,0.0005,0.468200146627566,0.34965034965034963,0.30405405405405406,conservative_joint_tuning,87
4,111,330,11,0.001,0.01,[4],0.6,False,32,10,0.0005,0.3668924466338259,0.33877551020408164,0.4338235294117647,conservative_joint_tuning,87
5,111,315,11,0.001,0.01,[4],0.6,False,32,10,0.0005,0.6241675429372591,0.629976580796253,0.6951983298538622,conservative_joint_tuning,87
1,112,326,11,0.001,0.01,[8],0.4,False,32,10,0.0005,0.6454372623574145,0.4310722100656455,0.31092436974789917,conservative_joint_tuning,88
2,111,318,13,0.001,0.01,[8],0.4,False,32,10,0.0005,0.765130674002751,0.6488372093023256,0.6916299559471366,conservative_joint_tuning,88
3,111,322,11,0.001,0.01,[8],0.4,False,32,10,0.0005,0.5098973607038123,0.3333333333333333,0.6756756756756757,conservative_joint_tuning,88
4,111,330,14,0.001,0.01,[8],0.4,False,32,10,0.0005,0.7716543513957307,0.6693877551020408,0.711764705882353,conservative_joint_tuning,88
5,111,315,11,0.001,0.01,[8],0.4,False,32,10,0.0005,0.5602874167542937,0.7236533957845434,0.8308977035490606,conservative_joint_tuning,88
1,112,326,11,0.001,0.01,[8],0.5,False,32,10,0.0005,0.6454372623574145,0.4310722100656455,0.31092436974789917,conservative_joint_tuning,89
2,111,318,13,0.001,0.01,[8],0.5,False,32,10,0.0005,0.7527510316368639,0.6372093023255814,0.6718061674008811,conservative_joint_tuning,89
3,111,322,11,0.001,0.01,[8],0.5,False,32,10,0.0005,0.5098973607038123,0.3333333333333333,0.6756756756756757,conservative_joint_tuning,89
4,111,330,14,0.001,0.01,[8],0.5,False,32,10,0.0005,0.7660098522167488,0.689795918367347,0.7102941176470589,conservative_joint_tuning,89
5,111,315,11,0.001,0.01,[8],0.5,False,32,10,0.0005,0.5602874167542937,0.7236533957845434,0.8308977035490606,conservative_joint_tuning,89
1,112,326,11,0.001,0.01,[8],0.6,False,32,10,0.0005,0.6454372623574145,0.4310722100656455,0.31092436974789917,conservative_joint_tuning,90
2,111,318,13,0.001,0.01,[8],0.6,False,32,10,0.0005,0.7288514442916093,0.6534883720930232,0.6431718061674009,conservative_joint_tuning,90
3,111,322,11,0.001,0.01,[8],0.6,False,32,10,0.0005,0.5098973607038123,0.3333333333333333,0.6756756756756757,conservative_joint_tuning,90
4,111,330,14,0.001,0.01,[8],0.6,False,32,10,0.0005,0.7448686371100164,0.6755102040816326,0.6735294117647059,conservative_joint_tuning,90
5,111,315,11,0.001,0.01,[8],0.6,False,32,10,0.0005,0.5602874167542937,0.7236533957845434,0.8308977035490606,conservative_joint_tuning,90
1,112,326,11,0.001,0.01,[16],0.4,False,32,10,0.0005,0.3821292775665399,0.3916849015317287,0.6,conservative_joint_tuning,91
2,111,318,12,0.001,0.01,[16],0.4,False,32,10,0.0005,0.7212861072902338,0.7046511627906977,0.6718061674008811,conservative_joint_tuning,91
3,111,322,12,0.001,0.01,[16],0.4,False,32,10,0.0005,0.7151759530791789,0.35664335664335667,0.7466216216216216,conservative_joint_tuning,91
4,111,330,12,0.001,0.01,[16],0.4,False,32,10,0.0005,0.6853448275862069,0.6346938775510204,0.711764705882353,conservative_joint_tuning,91
5,111,315,12,0.001,0.01,[16],0.4,False,32,10,0.0005,0.6570276901507185,0.6721311475409836,0.48851774530271397,conservative_joint_tuning,91
1,112,326,11,0.001,0.01,[16],0.5,False,32,10,0.0005,0.3821292775665399,0.3916849015317287,0.6,conservative_joint_tuning,92
2,111,318,12,0.001,0.01,[16],0.5,False,32,10,0.0005,0.702544704264099,0.7046511627906977,0.6475770925110133,conservative_joint_tuning,92
3,111,322,12,0.001,0.01,[16],0.5,False,32,10,0.0005,0.6785190615835777,0.28438228438228436,0.7347972972972973,conservative_joint_tuning,92
4,111,330,12,0.001,0.01,[16],0.5,False,32,10,0.0005,0.6888341543513957,0.6653061224489796,0.7191176470588235,conservative_joint_tuning,92
5,111,315,12,0.001,0.01,[16],0.5,False,32,10,0.0005,0.6417805818436734,0.6768149882903981,0.4801670146137787,conservative_joint_tuning,92
1,112,326,11,0.001,0.01,[16],0.6,False,32,10,0.0005,0.3821292775665399,0.3916849015317287,0.6,conservative_joint_tuning,93
2,111,318,12,0.001,0.01,[16],0.6,False,32,10,0.0005,0.6979023383768913,0.7255813953488373,0.6541850220264317,conservative_joint_tuning,93
3,111,322,12,0.001,0.01,[16],0.6,False,32,10,0.0005,0.6915322580645161,0.289044289044289,0.7094594594594594,conservative_joint_tuning,93
4,111,330,12,0.001,0.01,[16],0.6,False,32,10,0.0005,0.6707717569786535,0.6673469387755102,0.7441176470588236,conservative_joint_tuning,93
5,111,315,12,0.001,0.01,[16],0.6,False,32,10,0.0005,0.617770767613039,0.667447306791569,0.49478079331941544,conservative_joint_tuning,93
1,112,326,11,0.001,0.01,"[8, 4]",0.4,False,32,10,0.0005,0.5819391634980988,0.29540481400437635,0.49747899159663866,conservative_joint_tuning,94
2,111,318,11,0.001,0.01,"[8, 4]",0.4,False,32,10,0.0005,0.4672455295735901,0.4930232558139535,0.5198237885462555,conservative_joint_tuning,94
3,111,322,12,0.001,0.01,"[8, 4]",0.4,False,32,10,0.0005,0.6625733137829912,0.5687645687645687,0.7364864864864865,conservative_joint_tuning,94
4,111,330,11,0.001,0.01,"[8, 4]",0.4,False,32,10,0.0005,0.5653735632183908,0.40816326530612246,0.6051470588235294,conservative_joint_tuning,94
5,111,315,12,0.001,0.01,"[8, 4]",0.4,False,32,10,0.0005,0.601472134595163,0.3442622950819672,0.4968684759916493,conservative_joint_tuning,94
1,112,326,11,0.001,0.01,"[8, 4]",0.5,False,32,10,0.0005,0.5819391634980988,0.29540481400437635,0.49747899159663866,conservative_joint_tuning,95
2,111,318,11,0.001,0.01,"[8, 4]",0.5,False,32,10,0.0005,0.4672455295735901,0.4930232558139535,0.5198237885462555,conservative_joint_tuning,95
3,111,322,12,0.001,0.01,"[8, 4]",0.5,False,32,10,0.0005,0.6693548387096774,0.5501165501165501,0.7212837837837838,conservative_joint_tuning,95
4,111,330,11,0.001,0.01,"[8, 4]",0.5,False,32,10,0.0005,0.5653735632183908,0.40816326530612246,0.6051470588235294,conservative_joint_tuning,95
5,111,315,12,0.001,0.01,"[8, 4]",0.5,False,32,10,0.0005,0.6205748335085874,0.47540983606557374,0.5991649269311065,conservative_joint_tuning,95
1,112,326,11,0.001,0.01,"[8, 4]",0.6,False,32,10,0.0005,0.5819391634980988,0.29540481400437635,0.49747899159663866,conservative_joint_tuning,96
2,111,318,11,0.001,0.01,"[8, 4]",0.6,False,32,10,0.0005,0.4672455295735901,0.4930232558139535,0.5198237885462555,conservative_joint_tuning,96
3,111,322,12,0.001,0.01,"[8, 4]",0.6,False,32,10,0.0005,0.6631231671554252,0.4825174825174825,0.7297297297297297,conservative_joint_tuning,96
4,111,330,11,0.001,0.01,"[8, 4]",0.6,False,32,10,0.0005,0.5653735632183908,0.40816326530612246,0.6051470588235294,conservative_joint_tuning,96
5,111,315,12,0.001,0.01,"[8, 4]",0.6,False,32,10,0.0005,0.6109358569926393,0.4707259953161593,0.5365344467640919,conservative_joint_tuning,96
1,112,326,11,0.001,0.03,[4],0.4,False,32,10,0.0005,0.4664448669201521,0.49671772428884026,0.6184873949579832,conservative_joint_tuning,97
2,111,318,11,0.001,0.03,[4],0.4,False,32,10,0.0005,0.6324793672627235,0.5953488372093023,0.5825991189427313,conservative_joint_tuning,97
3,111,322,11,0.001,0.03,[4],0.4,False,32,10,0.0005,0.468200146627566,0.34965034965034963,0.30405405405405406,conservative_joint_tuning,97
4,111,330,11,0.001,0.03,[4],0.4,False,32,10,0.0005,0.3668924466338259,0.33877551020408164,0.4338235294117647,conservative_joint_tuning,97
5,111,315,11,0.001,0.03,[4],0.4,False,32,10,0.0005,0.6241675429372591,0.629976580796253,0.6951983298538622,conservative_joint_tuning,97
1,112,326,11,0.001,0.03,[4],0.5,False,32,10,0.0005,0.4664448669201521,0.49671772428884026,0.6184873949579832,conservative_joint_tuning,98
2,111,318,11,0.001,0.03,[4],0.5,False,32,10,0.0005,0.6324793672627235,0.5953488372093023,0.5825991189427313,conservative_joint_tuning,98
3,111,322,11,0.001,0.03,[4],0.5,False,32,10,0.0005,0.468200146627566,0.34965034965034963,0.30405405405405406,conservative_joint_tuning,98
4,111,330,11,0.001,0.03,[4],0.5,False,32,10,0.0005,0.3668924466338259,0.33877551020408164,0.4338235294117647,conservative_joint_tuning,98
5,111,315,11,0.001,0.03,[4],0.5,False,32,10,0.0005,0.6241675429372591,0.629976580796253,0.6951983298538622,conservative_joint_tuning,98
1,112,326,11,0.001,0.03,[4],0.6,False,32,10,0.0005,0.4664448669201521,0.49671772428884026,0.6184873949579832,conservative_joint_tuning,99
2,111,318,11,0.001,0.03,[4],0.6,False,32,10,0.0005,0.6324793672627235,0.5953488372093023,0.5825991189427313,conservative_joint_tuning,99
3,111,322,11,0.001,0.03,[4],0.6,False,32,10,0.0005,0.468200146627566,0.34965034965034963,0.30405405405405406,conservative_joint_tuning,99
4,111,330,11,0.001,0.03,[4],0.6,False,32,10,0.0005,0.3668924466338259,0.33877551020408164,0.4338235294117647,conservative_joint_tuning,99
5,111,315,11,0.001,0.03,[4],0.6,False,32,10,0.0005,0.6241675429372591,0.629976580796253,0.6951983298538622,conservative_joint_tuning,99
1,112,326,11,0.001,0.03,[8],0.4,False,32,10,0.0005,0.6454372623574145,0.4310722100656455,0.31092436974789917,conservative_joint_tuning,100
2,111,318,13,0.001,0.03,[8],0.4,False,32,10,0.0005,0.765990371389271,0.6488372093023256,0.6916299559471366,conservative_joint_tuning,100
3,111,322,11,0.001,0.03,[8],0.4,False,32,10,0.0005,0.5098973607038123,0.3333333333333333,0.6756756756756757,conservative_joint_tuning,100
4,111,330,14,0.001,0.03,[8],0.4,False,32,10,0.0005,0.7720648604269293,0.6673469387755102,0.7147058823529412,conservative_joint_tuning,100
5,111,315,11,0.001,0.03,[8],0.4,False,32,10,0.0005,0.5602874167542937,0.7236533957845434,0.8308977035490606,conservative_joint_tuning,100
1,112,326,11,0.001,0.03,[8],0.5,False,32,10,0.0005,0.6454372623574145,0.4310722100656455,0.31092436974789917,conservative_joint_tuning,101
2,111,318,13,0.001,0.03,[8],0.5,False,32,10,0.0005,0.7530949105914718,0.6372093023255814,0.6718061674008811,conservative_joint_tuning,101
3,111,322,11,0.001,0.03,[8],0.5,False,32,10,0.0005,0.5098973607038123,0.3333333333333333,0.6756756756756757,conservative_joint_tuning,101
4,111,330,14,0.001,0.03,[8],0.5,False,32,10,0.0005,0.7666256157635468,0.6918367346938775,0.7088235294117647,conservative_joint_tuning,101
5,111,315,11,0.001,0.03,[8],0.5,False,32,10,0.0005,0.5602874167542937,0.7236533957845434,0.8308977035490606,conservative_joint_tuning,101
1,112,326,11,0.001,0.03,[8],0.6,False,32,10,0.0005,0.6454372623574145,0.4310722100656455,0.31092436974789917,conservative_joint_tuning,102
2,111,318,13,0.001,0.03,[8],0.6,False,32,10,0.0005,0.7295392022008254,0.6534883720930232,0.6431718061674009,conservative_joint_tuning,102
3,111,322,11,0.001,0.03,[8],0.6,False,32,10,0.0005,0.5098973607038123,0.3333333333333333,0.6756756756756757,conservative_joint_tuning,102
4,111,330,14,0.001,0.03,[8],0.6,False,32,10,0.0005,0.7436371100164204,0.6755102040816326,0.6735294117647059,conservative_joint_tuning,102
5,111,315,11,0.001,0.03,[8],0.6,False,32,10,0.0005,0.5602874167542937,0.7236533957845434,0.8308977035490606,conservative_joint_tuning,102
1,112,326,11,0.001,0.03,[16],0.4,False,32,10,0.0005,0.3821292775665399,0.3916849015317287,0.6,conservative_joint_tuning,103
2,111,318,12,0.001,0.03,[16],0.4,False,32,10,0.0005,0.7209422283356258,0.7046511627906977,0.6740088105726872,conservative_joint_tuning,103
3,111,322,12,0.001,0.03,[16],0.4,False,32,10,0.0005,0.7149926686217009,0.35664335664335667,0.7466216216216216,conservative_joint_tuning,103
4,111,330,12,0.001,0.03,[16],0.4,False,32,10,0.0005,0.6857553366174056,0.6346938775510204,0.7073529411764706,conservative_joint_tuning,103
5,111,315,12,0.001,0.03,[16],0.4,False,32,10,0.0005,0.655800911321416,0.6721311475409836,0.4906054279749478,conservative_joint_tuning,103
1,112,326,11,0.001,0.03,[16],0.5,False,32,10,0.0005,0.3821292775665399,0.3916849015317287,0.6,conservative_joint_tuning,104
2,111,318,12,0.001,0.03,[16],0.5,False,32,10,0.0005,0.7015130674002751,0.7046511627906977,0.6475770925110133,conservative_joint_tuning,104
3,111,322,12,0.001,0.03,[16],0.5,False,32,10,0.0005,0.6787023460410557,0.28438228438228436,0.7347972972972973,conservative_joint_tuning,104
4,111,330,12,0.001,0.03,[16],0.5,False,32,10,0.0005,0.6894499178981938,0.6653061224489796,0.7191176470588235,conservative_joint_tuning,104
5,111,315,12,0.001,0.03,[16],0.5,False,32,10,0.0005,0.6410795653697862,0.6768149882903981,0.4822546972860125,conservative_joint_tuning,104
1,112,326,11,0.001,0.03,[16],0.6,False,32,10,0.0005,0.3821292775665399,0.3916849015317287,0.6,conservative_joint_tuning,105
2,111,318,12,0.001,0.03,[16],0.6,False,32,10,0.0005,0.6991059147180193,0.7255813953488373,0.6519823788546255,conservative_joint_tuning,105
3,111,322,12,0.001,0.03,[16],0.6,False,32,10,0.0005,0.6920821114369502,0.29836829836829837,0.7094594594594594,conservative_joint_tuning,105
4,111,330,12,0.001,0.03,[16],0.6,False,32,10,0.0005,0.6705665024630542,0.6673469387755102,0.7426470588235294,conservative_joint_tuning,105
5,111,315,12,0.001,0.03,[16],0.6,False,32,10,0.0005,0.6181212758499824,0.667447306791569,0.49478079331941544,conservative_joint_tuning,105
1,112,326,11,0.001,0.03,"[8, 4]",0.4,False,32,10,0.0005,0.5819391634980988,0.29540481400437635,0.49747899159663866,conservative_joint_tuning,106
2,111,318,11,0.001,0.03,"[8, 4]",0.4,False,32,10,0.0005,0.4672455295735901,0.4930232558139535,0.5198237885462555,conservative_joint_tuning,106
3,111,322,12,0.001,0.03,"[8, 4]",0.4,False,32,10,0.0005,0.6616568914956011,0.5664335664335665,0.7398648648648649,conservative_joint_tuning,106
4,111,330,11,0.001,0.03,"[8, 4]",0.4,False,32,10,0.0005,0.5653735632183908,0.40816326530612246,0.6051470588235294,conservative_joint_tuning,106
5,111,315,12,0.001,0.03,"[8, 4]",0.4,False,32,10,0.0005,0.6019978969505784,0.34660421545667447,0.49269311064718163,conservative_joint_tuning,106
1,112,326,11,0.001,0.03,"[8, 4]",0.5,False,32,10,0.0005,0.5819391634980988,0.29540481400437635,0.49747899159663866,conservative_joint_tuning,107
2,111,318,11,0.001,0.03,"[8, 4]",0.5,False,32,10,0.0005,0.4672455295735901,0.4930232558139535,0.5198237885462555,conservative_joint_tuning,107
3,111,322,12,0.001,0.03,"[8, 4]",0.5,False,32,10,0.0005,0.6689882697947214,0.5431235431235432,0.714527027027027,conservative_joint_tuning,107
4,111,330,11,0.001,0.03,"[8, 4]",0.5,False,32,10,0.0005,0.5653735632183908,0.40816326530612246,0.6051470588235294,conservative_joint_tuning,107
5,111,315,12,0.001,0.03,"[8, 4]",0.5,False,32,10,0.0005,0.6221521205748335,0.48243559718969553,0.605427974947808,conservative_joint_tuning,107
1,112,326,11,0.001,0.03,"[8, 4]",0.6,False,32,10,0.0005,0.5819391634980988,0.29540481400437635,0.49747899159663866,conservative_joint_tuning,108
2,111,318,11,0.001,0.03,"[8, 4]",0.6,False,32,10,0.0005,0.4672455295735901,0.4930232558139535,0.5198237885462555,conservative_joint_tuning,108
3,111,322,12,0.001,0.03,"[8, 4]",0.6,False,32,10,0.0005,0.6631231671554252,0.48951048951048953,0.731418918918919,conservative_joint_tuning,108
4,111,330,11,0.001,0.03,"[8, 4]",0.6,False,32,10,0.0005,0.5653735632183908,0.40816326530612246,0.6051470588235294,conservative_joint_tuning,108
5,111,315,12,0.001,0.03,"[8, 4]",0.6,False,32,10,0.0005,0.612863652295829,0.46604215456674475,0.5469728601252609,conservative_joint_tuning,108
